time,velocity,angular_velocity,measurement_x,measurement_y,ground_truth_x,ground_truth_y,ground_truth_theta
0.0,22.847824678672946,0.0,1.8709500114508142,2.396860080564095,0.0,1.0,0.39269908169872414
0.01,22.860414316530203,0.00033332833335833327,-1.5904890815076378,2.2489737397466043,0.21056920634831205,1.0872206210876096,0.39234416789863497
0.02,22.872984782047606,0.0006666266674666591,1.1444416789476328,0.4494137810322594,0.42147147684806485,1.1744915200295272,0.3922080791554402
0.03,22.885536093903674,0.0009998650060748697,-2.6586320909894066,0.5316965609746072,0.6336934800970256,1.2622746971212058,0.3908003756164497
0.04,22.89806827079655,0.001333013358932358,0.567084660912208,0.9430822393172693,0.8452859675937653,1.3494488627809451,0.3900884274259879
0.05,22.91058133144383,0.0016660417447870166,2.8080595112234352,1.7248234706352976,1.0559367543517244,1.4360596795411027,0.3923050346951142
0.06,22.923075294582397,0.001998920194383338,3.5875150810440894,2.337950018840614,1.2686635119642617,1.5240757973206716,0.3934189961481415
0.07,22.935550178968263,0.0023316187534593164,5.562423444588465,3.052148250185234,1.483004488955955,1.613039573009835,0.39296493223798196
0.08,22.9480060033764,0.0026641074857418475,4.410674922245635,-0.8067053781142339,1.6950716230598637,1.700946714490412,0.3935381745604978
0.09,22.960442786600563,0.002996356475940331,-1.2344947625783909,0.3452749864933682,1.9080863940672852,1.7893898004516464,0.3945914644665711
0.1,22.972860547453166,0.003328335832738178,4.634759666007012,0.4736242268115438,2.11846185532054,1.8769969520671217,0.3966259605625632
0.11,22.985259304765066,0.003660015691781911,4.058382978719617,0.6307153633439888,2.32986884377067,1.9655387876878962,0.3950077873669215
0.12,22.997639077385443,0.003991366218667581,3.3185076461721015,0.6621353617591359,2.5424186079534334,2.054155242226653,0.39396684920042474
0.13,23.009999884181607,0.004322357611924179,1.7068703132397876,1.278410959683271,2.7552293063286584,2.1426205698558674,0.3935422611009337
0.14,23.022341744038854,0.004652960105993761,4.0250248079969,6.806371148113611,2.968319989211645,2.2310961951192616,0.3932859599649148
0.15,23.034664675860313,0.004983143974207977,1.40211105074082,2.8426730925166668,3.181337459842181,2.319477420669216,0.394087647304332
0.16,23.04696869856675,0.005312879531760713,3.5037988479303817,3.4989727475503294,3.394012622022792,2.4079165377440863,0.3945804496029116
0.17,23.059253831096452,0.005642137138676547,4.115574808127493,3.8513058582877373,3.6065463957151613,2.4964197335307636,0.39421558009653723
0.18,23.071520092405034,0.005970887202774725,0.2894339740694978,-0.6806100804719506,3.8198474013066868,2.5851511108261684,0.3937296781075544
0.19,23.08376750146528,0.00629910018262835,5.821820894124536,1.7806915867111055,4.033503277781736,2.6739083549277765,0.39358431304126384
0.2,23.095996077267014,0.006626746590518503,5.281999705334994,5.673965980445393,4.248035647033173,2.7629931478262506,0.39351203359309916
0.21,23.10820583881689,0.006953796995382987,3.7504411379518343,3.328238602852494,4.461804524538541,2.8517427851323025,0.3933904718175756
0.22,23.120396805138295,0.007280222025759413,7.125011025693828,5.697804302496069,4.675182027382864,2.940299529000838,0.3919011868891959
0.23,23.132568995271136,0.007605992372722319,3.9057385780012193,-0.36219920887606927,4.889159292380791,3.0287318560284344,0.39057667409510477
0.24,23.14472242827171,0.007931078792814038,6.388437189820099,2.9112023467492567,5.102607974028989,3.11661490830761,0.39230714298388425
0.25,23.156857123212546,0.00825545211096902,5.097151002805363,9.533127694176768,5.315553401746061,3.204722027083589,0.3931859064905695
0.26,23.168973099182246,0.00857908322343132,2.805164631215159,3.7415889076423063,5.528627646041435,3.2931018204324256,0.3935769508563469
0.27,23.181070375285312,0.008901943100664934,3.1839089459420125,2.6054408798633517,5.74247951581491,3.381902189310496,0.3931390410980924
0.28,23.19314897064202,0.009224002790256746,4.687966536347565,3.0774697505559185,5.95618759106279,3.4705331472035303,0.3933214261626415
0.29,23.205208904388225,0.009545233419811732,5.1245930238480755,4.111390452776996,6.170486031722887,3.5594547577142293,0.3948043117926008
0.3,23.217250195675263,0.009865606199840185,4.520527857577116,5.375187198399748,6.385395021687081,3.6490034975216954,0.3959799678296435
0.31,23.229272863669724,0.010185092426636639,2.301995300425487,4.5072234282432735,6.598067441176935,3.7379138830511724,0.3967502784465245
0.32,23.24127692755336,0.0105036634851502,7.284001877593244,7.568170120181734,6.813908895357354,3.8283445105825753,0.3963818365061398
0.33,23.2532624065229,0.010821290851846051,9.147536153029355,2.792308750012091,7.029261639512582,3.918477125993567,0.3969260696365549
0.34,23.265229319789896,0.011137946097557765,11.43012497090694,5.3468256913415395,7.244313654365978,4.008621447292844,0.3983231591133806
0.35000000000000003,23.27717768658058,0.011453600890330208,5.073300022236191,2.5270207005280096,7.459087029027871,4.099001956601069,0.399949753498227
0.36,23.289107526135712,0.011768226998252697,11.387951040822056,2.1888249747810313,7.672429263912424,4.189188971157574,0.4003033799353922
0.37,23.301018857710407,0.012081796292282192,8.450975496781009,6.351800026639524,7.886571198866971,4.279803318301163,0.400784419373493
0.38,23.312911700574023,0.012394280749056148,8.187547315279925,4.944898232781181,8.100774666469523,4.370565218153419,0.4011859668483727
0.39,23.32478607400996,0.012705652453694843,8.393481191276873,7.737816895433296,8.31474360814143,4.461329106639303,0.4030108374246199
0.4,23.336641997315546,0.01301588360259285,5.359339667574206,3.1920987454641865,8.528561350859237,4.552489614894689,0.4039564451955776
0.41000000000000003,23.348479489801875,0.013324946506199356,9.753928134747255,4.298590944542379,8.743019976776358,4.644163114257664,0.40562614358820437
0.42,23.360298570793653,0.013632813591787104,8.858722546497846,4.084548612239027,8.958313753434147,4.7366190764351614,0.405008823615069
0.43,23.372099259629053,0.013939457406209655,8.989785814241081,5.644619215297929,9.172359459163493,4.828382604410755,0.40497525107230736
0.44,23.383881575659558,0.014244850618646655,8.53938167999352,4.126217643338013,9.387021488852534,4.920401825440185,0.4039927558468926
0.45,23.39564553824982,0.014548966023336905,7.926699010408353,5.984868533169832,9.602025462008758,5.012317675123627,0.4038147416427141
0.46,23.407391166777508,0.014851776542298925,8.827279650636973,7.794656897991494,9.817600320270627,5.104432197046806,0.40330315296284663
0.47000000000000003,23.419118480633163,0.015153255228038717,8.114448897867621,5.957894293364982,10.03366711782516,5.196626232235725,0.40279700803439117
0.48,23.430827499220037,0.015453375266244487,14.48567344626811,4.37833797843215,10.247590802345337,5.2877778553856984,0.40297690487527227
0.49,23.44251824195397,0.015752109978468074,8.535828071513235,8.333263559191465,10.463096921761435,5.379649555843732,0.40295338972629824
0.5,23.454190728263224,0.016049432824792757,9.154881452035701,6.302705163567694,10.678905447732907,5.47164417725451,0.4027779744063952
0.51,23.465844977588333,0.016345317406487224,13.098851978547978,9.410516720190577,10.896844393746788,5.564501778444505,0.4025794393228458
0.52,23.47748100938198,0.016639737468645437,11.958398499697955,7.920363730397644,11.11363210205071,5.656818020898296,0.4017730209052683
0.53,23.489098843108813,0.016932666902812074,9.140857268071864,7.560577772422295,11.329852446113236,5.748686746530978,0.4027154402677803
0.54,23.50069849824535,0.017224079749593394,11.547885088326455,5.741784340114724,11.546213082794617,5.840855889213924,0.40195879068045737
0.55,23.51227999427979,0.01751395020125311,13.888829459011246,4.933774859706908,11.763419060055401,5.933191033743891,0.4004518839650703
0.56,23.523843350711886,0.01780225260429317,9.510204893594867,7.573968794764184,11.979890950945176,6.024829209235716,0.40048892782404083
0.5700000000000001,23.535388587052804,0.018088961462019076,13.614852956249718,1.454819514097931,12.195051548149515,6.115921678899288,0.4004419259402357
0.58,23.546915722824984,0.018374051437089537,13.334764158235203,2.405757804715033,12.411474495310616,6.207536593892279,0.40043962406433076
0.59,23.558424777561974,0.018657497354050177,13.581006231255017,6.2922786893201135,12.627864807835477,6.299137106818363,0.40230500700400607
0.6,23.56991577080831,0.018939274201851063,13.189587590225848,4.638489568030881,12.84418054962128,6.3911822476875635,0.40106853964049705
0.61,23.581388722119357,0.019219357136347773,14.90686409835262,10.114845584235937,13.062829673160271,6.483901137498293,0.4011161412856791
0.62,23.592843651061184,0.01949772148278582,10.506023580856533,8.992528950989797,13.280154674804194,6.5760707345344045,0.4012299547594062
0.63,23.604280577210417,0.019774342738268086,11.03145237544322,8.997706689652887,13.497968446744803,6.668476874223724,0.40204054347449053
0.64,23.615699520154074,0.0200491965742051,14.80962927323084,7.938647484678798,13.714586929383039,6.760583182577503,0.4025988907038551
0.65,23.627100499489465,0.02032225883874785,12.795315162930915,11.1248742323105,13.932544563221825,6.853402631104368,0.40350981360843113
